episode,score,ma,std
0,0.44199999012053015,0.44199999012053015,0.0
1,0.4274999904446304,0.43474999028258027,0.007249999837949883
2,0.40599999092519284,0.42516665716345114,0.014789260037086952
3,0.31449999297037723,0.39749999111518264,0.04960216618266452
4,0.4739999894052744,0.41279999077320095,0.05389489651304268
5,0.4049999909475446,0.41149999080225824,0.049284885019803375
6,0.6959999844431877,0.45214284703667673,0.10951278685284657
7,0.6204999861307442,0.47318748942343514,0.11659355893894066
8,0.8009999820962548,0.5096110997204151,0.15065537559357
9,0.9374999790452421,0.5523999876528978,0.19210762179102303
10,1.367499969433993,0.6264999859966337,0.2974195775945324
11,1.2474999721162021,0.6782499848399312,0.33248392075140765
12,1.715999961644411,0.7580769061325834,0.42250455794870656
13,1.789499960001558,0.8317499814089387,0.4861273148275019
14,1.9734999558888375,0.9078666463742653,0.5492518263385052
15,2.0239999547600744,0.9776249781483783,0.5965032216751059
16,1.9819999556988477,1.0367058591807587,0.625087628326171
17,2.199999950826168,1.1013333087166148,0.6633483937119226
18,3.4174999236129224,1.2232368147637889,0.8272604949291597
19,3.6429999185726047,1.34422496995423,0.9634658636289372
20,4.4269999010488394,1.4910237761968301,1.1467611326720126
21,5.904499868024141,1.6916363258253442,1.4492890972846033
22,6.835999847203493,1.9153043050156986,1.763439107468272
23,8.386499812547118,2.1849374511628414,2.1569174055512774
24,10.51799976490438,2.518259943712503,2.6707104304929263
25,12.904999711550772,2.9177499347832057,3.2936554366298663
26,15.60999965108931,3.387833257609358,4.023905912752904
27,14.93549966616556,3.8002499150577935,4.495097555584946
28,18.734499581251292,4.315224041478259,5.189865182871021
29,16.151999638974665,4.709783228061473,5.527341934627949
30,19.363499567192047,5.1824837551302005,6.0224040023136265
31,23.01349948560819,5.739702996707638,6.690382990481187
32,25.705999425426125,6.344742282426379,7.424226896284598
33,27.022499396000057,6.952911609296193,8.105781972059173
34,30.00999932922423,7.611685544151279,8.864642016125353
35,29.442999341897668,8.218110927422012,9.448299276546038
36,31.2174993022345,8.839716018633162,10.038316135037663
37,33.580499249417336,9.490789261548535,10.667716365770119
38,31.045999306067824,10.043486954997746,11.067531768808317
39,34.5909992268309,10.657174761793575,11.580841904258381
40,35.23349921246991,11.256597309371047,12.050604770725656
41,35.56549920504913,11.835380687839573,12.46972830875726
42,37.273499166872355,12.426964838514754,12.906463403321977
43,35.94149919664487,12.961386073926802,13.231478440354858
44,37.32849916564301,13.50287747596494,13.567715417093913
45,36.60649918178096,14.005130121743548,13.835920527320239
46,37.21099916826934,14.49887201635048,14.091614152605816
47,37.48849916206673,14.977822581886237,14.325436849355896
48,37.14949916964397,15.43030577755476,14.520936114220783
49,37.474999162368476,15.871199645251036,14.702564968285381
50,37.78449915545061,16.300872184666712,14.871375310365263
51,36.557999182865025,16.69043231924745,14.988141344339217
52,37.23049916783348,17.077980750352847,15.106815833516581
53,36.79649917753413,17.443138499004352,15.200549139958728
54,37.12699917014688,17.801026874843306,15.289610988829413
55,37.42499916348606,18.151454951426214,15.373733820079481
56,36.872999175824226,18.479903095713897,15.435230770582102
57,36.18099919129163,18.785094407706616,15.474098754820217
58,36.47649918468669,19.084948725960516,15.511422489245534
59,37.128999170102176,19.385682900029543,15.554104884014814
60,36.967499173711985,19.673909396319416,15.586807916592903
61,37.358999164961276,19.959152779684608,15.620283178651727
62,37.000999172963205,20.22965827799062,15.641517759841323
63,35.89599919766188,20.474444854860483,15.63999042480213
64,36.8454991764389,20.72630722903861,15.649469589545243
65,36.389999186620116,20.963635895062573,15.647885519291991
66,37.219499168079345,21.206260720032976,15.655253381595406
67,36.43649918558076,21.43023481511456,15.64748391748006
68,36.80549917733297,21.65306473340758,15.641985439490346
69,36.32849918799475,21.862713797044538,15.627192221571322
70,36.926499174628404,22.074879788278114,15.617956971781314
71,37.02099917251617,22.282464779725867,15.607443502231304
72,36.85299917627126,22.48206114132238,15.592427614014019
73,35.87099919822067,22.66299273668587,15.56367848026472
74,35.811499199550596,22.838306156190733,15.532957053747232
75,36.32599918805063,23.015775801346784,15.506781546922435
76,35.82099919933826,23.182077403918104,15.47382584213597
77,36.88249917561188,23.357723836888535,15.451379559746748
78,36.49299918431789,23.523993145083843,15.423339058210773
79,36.82749917684123,23.69028697048081,15.39774440075788
80,37.10499917063862,23.855900701346954,15.373929935005352
81,36.83749917661771,24.014212877874648,15.346184958192525
82,36.79849917748943,24.16824042365314,15.317094573016112
83,35.98299919571728,24.308892313796758,15.279474953528702
84,36.82499917689711,24.456140629833232,15.249164977413773
85,36.78099917788059,24.599452938531453,15.217715960051384
86,36.773499178048226,24.739384504502908,15.185552520612495
87,36.49649918423965,24.87298808040902,15.150362439043457
88,36.64599918089807,25.00526910401002,15.116027978155696
89,35.749499200936405,25.124649438420313,15.073946874595727
90,36.874499175790696,25.253768666303504,15.040856640379593
91,36.08449919344857,25.3714939981203,15.000985548696873
92,35.78599920012057,25.48347792502353,14.958730275444955
93,35.919999197125435,25.594504747067166,14.917424520898356
94,36.93499917443842,25.713878372618442,14.883771156804404
95,35.85699919853359,25.81953588122172,14.841819565274855
96,35.96599919609726,25.924138595808063,14.800644921508137
97,36.41049918616191,26.03114227530147,14.762602163410177
98,36.006499195192006,26.131903456310468,14.721686070534304
99,36.327999188005926,26.23386441362742,14.682982258269336
100,36.7439991787076,26.596884405513293,14.488292208039537
101,36.95399917401373,26.96214939734899,14.282910209334824
102,36.906999175064264,27.327159389190378,14.064316599530427
103,36.91549917487428,27.693169381009415,13.830891620557622
104,36.85949917612597,28.057024372876626,13.586484341430804
105,37.516499161440876,28.428139364581558,13.330540219040003
106,36.7584991783835,28.78876435652096,13.0604933117747
107,36.75149917853996,29.15007434844505,12.7728415365847
108,36.99399917311966,29.51200434035529,12.47369468088437
109,37.17599916905165,29.87438933225535,12.160759897389893
110,35.81399919949472,30.21885432455596,11.831812515137072
